MPN,Price,Producer,Name,EAN,Length(mm),Slots,8-Pin Connectors,6-Pin Connectors,HDMI,DisplayPort,DVI,VGA,Boost Clock(MHz),Vram(GB),Memory Clock(MHz),TDP(W)
01G-P3-2722-KR,#N/D,EVGA,EVGA GT 720 Low Profile,8.04E+11,168,1,0,0,1,0,1,MPN,797,1,1800,19
01G-P4-2753-KR,136.65,EVGA,EVGA GT 740 Superclocked,8.09E+11,152,2,0,0,1,0,1,MPN,1253,2,5012,64
01G-P3-1373-AR,#N/D,EVGA,EVGA GTX 460 Superclocked EE,8.43E+11,210,2,0,2,1,0,1,MPN,763,1,3800,160
012-P3-1472-AR,#N/D,EVGA,EVGA GTX 470 Superclocked,8.43E+11,241,2,0,2,1,0,1,MPN,726,1.2,3800,215
015-P3-1482-AR,#N/D,EVGA,EVGA GTX 480 Superclocked,8.43E+11,267,2,1,1,1,0,1,MPN,726,1.5,3800,250
02G-P3-1559-KR,#N/D,EVGA,EVGA GTX 550 Ti,1.16E+11,210,2,0,1,1,0,1,MPN,900,1,4008,116
01G-P3-1461-KR,#N/D,EVGA,EVGA GTX 560 Superclocked,3.20E+11,210,2,0,2,1,0,1,MPN,851,1,4104,150
01G-P3-1561-AR,#N/D,EVGA,EVGA GTX 560 Ti FPB,8.43E+11,229,2,2,0,1,0,1,MPN,850,1,4104,170
012-P3-1573-KR,#N/D,EVGA,EVGA GTX 570 HD Superclocked,8.43E+11,229,2,0,2,1,0,1,MPN,797,1.2,3900,219
015-P3-1582-AR,#N/D,EVGA,EVGA GTX 580 Superclocked,8.43E+11,268,2,1,1,1,0,1,MPN,797,1.5,4052,244
01G-P4-2650-KR,#N/D,EVGA,EVGA GTX 650,21111208741,152,2,0,1,1,0,1,MPN,1058,1,5000,65
02G-P4-3651-KR,#N/D,EVGA,EVGA GTX 650 Ti 2 GB,8.43E+11,152,2,0,1,1,0,1,MPN,928,2,5400,110
02G-P4-2662-KR,#N/D,EVGA,EVGA GTX 660 Superclocked,5.55E+12,241,2,0,1,1,1,1,MPN,1110,2,6008,140
426018336-3712,#N/D,Gainward,Gainward GeForce GTX 1060,4.26E+12,252,2,0,1,0,0,0,0,1708,6,14000,120
426018336-3798,#N/D,Gainward,Gainward GeForce GTX 1060,4.26E+12,252,2,0,1,0,0,0,0,1708,3,14000,120
426018336-3729,#N/D,Gainward,Gainward GeForce GTX 1060 Phoenix,4.26E+12,248,2.5,0,1,0,0,0,0,1708,6,14000,120
426018336-3736,#N/D,Gainward,Gainward GeForce GTX 1060 Phoenix GS,4.26E+12,248,2.5,0,1,0,0,0,0,1847,6,14000,120
426018336-3750,#N/D,Gainward,Gainward GeForce GTX 1070 Dual,4.26E+12,252,2,1,0,1,3,1,0,1683,8,4000,150
426018336-3699,#N/D,Gainward,Gainward GeForce GTX 1070 Phoenix,4.26E+12,285,2.5,1,0,0,0,0,0,1683,8,14000,150
426018336-3675,#N/D,Gainward,Gainward GeForce GTX 1070 Phoenix GLH,4.26E+12,285,2.5,1,0,0,0,0,0,1873,8,50,150
426018336-3682,#N/D,Gainward,Gainward GeForce GTX 1070 Phoenix GS,4.26E+12,285,2.5,1,0,0,0,0,0,1835,8,14000,150
426018336-3651,#N/D,Gainward,Gainward GeForce GTX 1080 Phoenix,4.26E+12,285,2.5,1,1,0,0,0,0,1733,8,14000,180
426018336-3668,#N/D,Gainward,Gainward GeForce GTX 1080 Phoenix GLH,4.26E+12,285,2.5,1,1,0,0,0,0,1885,8,50,180
426018336-3644,#N/D,Gainward,Gainward GeForce GTX 1080 Phoenix GS,4.26E+12,285,2.5,1,1,0,0,0,0,1847,8,14000,180
426018336-3897,#N/D,Gainward,Gainward GeForce GTX 1080 Ti Founders Edition,4.26E+12,266.7,2,1,1,1,3,0,0,1582,11,5500,250
426018336-3903,#N/D,Gainward,Gainward GeForce GTX 1080 Ti Golden Sample,4.26E+12,267,2,1,1,0,0,0,0,1620,11,5,250
4375,#N/D,Gainward,Gainward GeForce GTX 1660 Ti Pegasus 6G,4.26E+12,168,2,1,0,1,1,1,0,1770,6,12000,120
4368,#N/D,Gainward,Gainward GeForce GTX 1660 Ti Pegasus OC 6G,4.26E+12,168,2,1,0,1,1,1,0,1815,6,12000,120
4313,#N/D,Gainward,Gainward GeForce RTX 2060 Phoenix GS,4.26E+12,235,2,1,0,1,1,1,0,1830,6,14000,190
426018336-4153,#N/D,Gainward,Gainward GeForce RTX 2070 Phoenix,4.26E+12,292,2,1,1,1,3,0,0,1650,8,14000,185
426018336-4160,#N/D,Gainward,Gainward GeForce RTX 2070 Phoenix GS,4.26E+12,292,2,1,1,1,3,0,0,1725,8,14000,185
426018336-4146,#N/D,Gainward,Gainward GeForce RTX 2080 Phoenix GS,4.26E+12,292,2,1,1,1,3,0,0,1815,8,14000,225
426018336-4115,#N/D,Gainward,Gainward GeForce RTX 2080 Ti Phoenix,4.26E+12,292,5,2,0,1,3,0,0,1545,11,14000,260
426018336-4122,#N/D,Gainward,Gainward GeForce RTX 2080 Ti Phoenix GS,4.26E+12,292,5,2,0,1,3,0,0,1650,11,14000,260
26NRL7HPX7OC,#N/D,Galax,Galax RTX 2060 OC,4.90E+12,228,2,1,0,1,1,1,0,1695,6,14000,160
GV-N166TAORUS-6GD,332.16,Gigabyte,Gigabyte Aorus GeForce GTX 1660 Ti 6G,4.72E+12,280,,1,0,1,1,0,0,1890,6,12000,120
GV-N206SAORUS-8GC,435.22,Gigabyte,Gigabyte Aorus GeForce RTX 2060 Super,4.72E+12,290,3,1,1,1,1,0,0,1845,8,14000,175
GV-N2060AORUS X-6GC,407.63,Gigabyte,Gigabyte Aorus GeForce RTX 2060 Xtreme 6G,4.72E+12,290,2,1,1,1,3,0,0,1845,6,14000,190
GV-N207SAORUS-8GC,599.00,Gigabyte,Gigabyte Aorus GeForce RTX 2070 Super,4.72E+12,290,3,2,0,1,1,0,0,1905,8,14000,260
GV-N207SGAMING OC-8GC,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 2070 Super Gaming OC,4.72E+12,286.5,2.5,1,1,1,1,0,0,1815,8,14000,260
GV-N208SAORUS-8GC,817.80,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Super,4.72E+12,290,,2,0,0,0,0,0,1860,8,15500,250
GV-N208SAORUS W-8GC,879.82,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Super Waterforce,4.72E+12,290,2,2,0,3,3,0,0,1860,8,15500,250
GV-N208SAORUS WB-8GC,800.08,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Super Waterforce WB,4.72E+12,291.29,2,2,0,3,3,0,0,1860,8,15500,250
GV-N208TAORUS-11GC,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Ti 1,4.72E+12,280,2.5,2,0,3,3,0,0,1695,11,14000,250
GV-N208TAORUS X-11GC,1416.77,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Ti Xtreme 1,4.72E+12,290,2.5,2,0,3,3,0,0,1770,11,14000,250
GV-N208TAORUS X W-11GC,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce 1,4.72E+12,290,2.5,2,0,1,3,0,0,1770,11,14000,250
GV-N208TAORUS X WB-11GC,1310.75,Gigabyte,Gigabyte Aorus GeForce RTX 2080 Ti Xtreme Waterforce WB 1,4.72E+12,280,2,2,0,3,3,0,0,1770,11,14000,250
GV-N3080AORUS M-12GD,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 3080 Master 12G LHR,4.72E+12,319,3.5,3,0,3,3,0,0,1830,12,14000,350
GV-N3080AORUSX W-10GD 2,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 10G LHR,4.72E+12,252,2,2,0,3,3,0,0,1845,10,19000,320
GV-N3080AORUSX W-12GD,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce 12G LHR,4.72E+12,252,2,2,0,3,3,0,0,1830,12,14000,350
GV-N3080AORUSX WB-10GD 2.0,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 10G LHR,4.72E+12,252,1.5,2,0,3,3,0,0,1845,10,19000,320
GV-N3080AORUSX WB-12GD,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 3080 Xtreme Waterforce WB 12G LHR,4.72E+12,252,1.5,2,0,3,3,0,0,1830,12,14000,350
GV-N309TAORUSX W-24GD,#N/D,Gigabyte,Gigabyte Aorus GeForce RTX 3090 Ti Xtreme Waterforce,4.72E+12,238,2,0,0,1,3,0,0,1935,24,14000,450
GV-N4080AORUSX W-16GD,#N/D,Gigabyte,GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce,4.72E+12,236,2,0,0,1,3,0,0,2565,16,22400,320
GV-N4080AORUSX WB-16GD,#N/D,Gigabyte,GIGABYTE Aorus GeForce RTX 4080 Xtreme Waterforce WB,4.72E+12,235,2,0,0,1,3,0,0,2565,16,22400,320
GV-R57XTAORUS-8GD,#N/D,Gigabyte,Gigabyte Aorus Radeon RX 5700 XT,4.72E+12,290,3,2,0,3,3,0,0,2010,8,14000,180
GV-R69XTAORUSX WB-16GD,#N/D,Gigabyte,Gigabyte Aorus Radeon RX 6900 XT Xtreme Waterforce WB,4.72E+12,282,2,3,0,2,3,0,0,2525,16,14000,300
GV-R79XTXAORUS E-24GD,#N/D,Gigabyte,GIGABYTE Aorus Radeon RX 7900 XTX Elite,4.72E+12,335,3.5,3,0,2,2,0,0,2680,24,20000,355
GV-N1030D5-2GL,129.33,Gigabyte,Gigabyte GeForce GT 1030,4.72E+12,149.9,1,0,0,0,0,0,0,1468,2,4,30
GV-N1030D4-2GL,#N/D,Gigabyte,Gigabyte GeForce GT 1030 Low Profile D4,4.72E+12,149.9,1.5,0,0,1,0,1,0,1379,2,4200,30
GV-N1030OC-2GI,98.09,Gigabyte,Gigabyte GeForce GT 1030 OC 2G,4.72E+12,167.7,2,0,0,0,0,0,0,1518,2,4,30
GV-N1030SL-2GL,81.23,Gigabyte,Gigabyte GeForce GT 1030 Silent,4.72E+12,174.9,2,0,0,0,0,0,0,1468,2,4,30
GV-N610SL-1GI,#N/D,Gigabyte,Gigabyte GeForce GT 610 Silent,4.72E+12,177,1,0,0,1,0,1,1,810,1,1200,29
GV-N1050D5-2GD,130.56,Gigabyte,Gigabyte GeForce GTX 1050,4.72E+12,172,2,0,0,0,0,0,0,1455,2,4,75
GV-N1050OC-2GL,274.27,Gigabyte,Gigabyte GeForce GTX 1050 OC,4.72E+12,167,2,0,0,0,0,0,0,1468,2,4,75
GV-N105TD5-4GD,178.83,Gigabyte,Gigabyte GeForce GTX 1050 Ti,4.72E+12,172,2,0,0,0,0,0,0,1392,4,4,75
GV-N105TG1 GAMING-4GD,264.68,Gigabyte,Gigabyte GeForce GTX 1050 Ti G1 Gaming,4.72E+12,219,2,0,0,0,0,0,0,1480,4,4,75
GV-N105TOC-4GL,173.43,Gigabyte,Gigabyte GeForce GTX 1050 Ti OC,4.72E+12,167,2,0,0,0,0,0,0,1417,4,4,75
GV-N105TWF2OC-4GD,251.15,Gigabyte,Gigabyte GeForce GTX 1050 Ti WindForce 2X OC,4.72E+12,229,2,0,0,0,0,0,0,1442,4,4,75
GV-N1050WF2OC-2GD,165.68,Gigabyte,Gigabyte GeForce GTX 1050 WindForce 2X,4.72E+12,229,2,0,0,0,0,0,0,1506,2,4,75
GV-N1060AORUS-6GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1060 Aorus 6G 9 Gbps,4.72E+12,280,2,1,0,1,3,1,0,1759,6,4513,120
GV-N1060AORUS X-6GD (Rev. 2),360.50,Gigabyte,Gigabyte GeForce GTX 1060 Aorus Xtreme 6G,4.72E+12,281,3,1,0,0,0,0,0,1759,6,82,120
GV-N1060G1 GAMING-6GD (REV. 2.0),#N/D,Gigabyte,Gigabyte GeForce GTX 1060 G1 Gaming,4.72E+12,278,2,1,0,0,0,0,0,1809,6,4,120
GV-N1060G1 GAMING-3GD (Rev 2.0),#N/D,Gigabyte,Gigabyte GeForce GTX 1060 G1 Gaming,4.72E+12,278,2,1,0,0,0,0,0,1809,3,4,120
GV-N1060IXOC-6GD,304.66,Gigabyte,Gigabyte GeForce GTX 1060 Mini ITX OC 6G,4.72E+12,169,2,0,1,0,0,0,0,1746,6,4,120
GV-N1060WF2OC-3GD,237.10,Gigabyte,Gigabyte GeForce GTX 1060 OC WindForce 2X,4.72E+12,223,2,0,1,0,0,0,0,1771,3,4,120
GV-N1060WF2OC-6GD,320.17,Gigabyte,Gigabyte GeForce GTX 1060 OC WindForce 2X,4.72E+12,223,2,0,1,0,0,0,0,1771,6,4,120
GV-N1060XTREME-6GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1060 Xtreme Gaming,4.72E+12,280,2.5,1,0,1,3,1,0,1847,6,14000,120
GV-N1070IXEB-8GD,589.76,Gigabyte,Gigabyte GeForce GTX 1070 Aorus Gaming Box,4.72E+12,96,,0,0,0,0,0,0,1721,8,4,150
GV-N1070D5-8GD-B,#N/D,Gigabyte,Gigabyte GeForce GTX 1070 Founders Edition,4.72E+12,266.7,2,1,0,1,3,1,0,1683,8,4000,150
GV-N1070G1 GAMING-8GD (Rev.2),443.53,Gigabyte,Gigabyte GeForce GTX 1070 G1 Gaming,4.72E+12,286,2,1,0,0,0,0,0,1784,8,14000,150
GV-N1070IXOC-8GD,426.97,Gigabyte,Gigabyte GeForce GTX 1070 Mini ITX OC,4.72E+12,169,2,1,0,0,0,0,0,1721,8,4,150
GV-N1070WF2OC-8GD (Rev. 2),434.38,Gigabyte,Gigabyte GeForce GTX 1070 OC WindForce 2X,4.72E+12,285,2,1,0,0,0,0,0,1746,8,14000,150
GV-N107TAORUS-8GD,489.73,Gigabyte,Gigabyte GeForce GTX 1070 Ti Aorus 8G,4.72E+12,280,2,1,0,0,0,0,0,1683,8,2,180
GV-N107TGAMING-8GD,477.01,Gigabyte,Gigabyte GeForce GTX 1070 Ti Gaming 8G,4.72E+12,280,2,1,0,0,0,0,0,1683,8,2,180
GV-N1070XTREME-8GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1070 Xtreme Gaming,4.72E+12,287,2.5,1,1,1,3,1,0,1873,8,14000,150
GV-N1080AORUS-8GD (Rev. 2),#N/D,Gigabyte,Gigabyte GeForce GTX 1080 Aorus 8G,4.72E+12,287,2.5,2,0,0,0,0,0,1847,8,5,180
GV-N1080AORUS X-8GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1080 Aorus Xtreme 8G,4.72E+12,293,2.5,2,0,1,3,1,0,1898,8,14000,180
GV-N1080AORUS X11-8GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1080 Aorus Xtreme 8G 11 Gbps,4.72E+12,293,2.5,2,0,2,2,1,0,1898,8,5500,180
GV-N1080G1 GAMING-8GD,667.87,Gigabyte,Gigabyte GeForce GTX 1080 G1 Gaming,4.72E+12,286,2,1,0,0,0,0,0,1860,8,14000,180
GV-N1080IX-8GD,426.97,Gigabyte,Gigabyte GeForce GTX 1080 Mini ITX 8G,4.72E+12,163,2,1,0,0,0,0,0,1607,8,10,180
GV-N108TAORUS-11GD,863.47,Gigabyte,Gigabyte GeForce GTX 1080 Ti Aorus 11G,4.72E+12,293,2.5,2,0,0,0,0,0,1683,11,5,250
GV-N108TAORUS X-11GD,863.47,Gigabyte,Gigabyte GeForce GTX 1080 Ti Aorus Xtreme 11G,4.72E+12,293,2.5,2,0,0,0,0,0,1721,11,16,250
GV-N108TD5X-B,#N/D,Gigabyte,Gigabyte GeForce GTX 1080 Ti Founders Edition,4.72E+12,266.7,2,1,1,1,3,0,0,1582,11,5500,250
GV-N108TGAMING OC-11GD,874.56,Gigabyte,Gigabyte GeForce GTX 1080 Ti Gaming OC,4.72E+12,280,2,1,1,0,0,0,0,1632,11,5,250
GV-N108TGAMINGOC BLACK-11GD,663.71,Gigabyte,Gigabyte GeForce GTX 1080 Ti Gaming OC Black,4.72E+12,280,2,1,1,0,0,0,0,1632,11,5,250
GV-N108TTURBO-11GD,725.37,Gigabyte,Gigabyte GeForce GTX 1080 Ti Turbo,4.72E+12,270,2,1,1,0,0,0,0,1582,11,5,250
GV-N108TAORUSX W-11GD,797.91,Gigabyte,Gigabyte GeForce GTX 1080 Ti Waterforce W Xtreme 11G,4.72E+12,266.7,2.5,2,0,0,0,0,0,1721,11,16,250
GV-N1080WF3OC-8GD,578.41,Gigabyte,Gigabyte GeForce GTX 1080 WindForce OC 8G,4.72E+12,280,2,1,0,0,0,0,0,1860,8,14000,180
GV-N1080XTREME-8GD-PP,#N/D,Gigabyte,Gigabyte GeForce GTX 1080 Xtreme Gaming Premium Pack,4.72E+12,295,2.5,2,0,1,3,1,0,1898,8,14000,180
GV-N1080XTREME W-8GD,557.60,Gigabyte,Gigabyte GeForce GTX 1080 Xtreme Gaming Water Cooling,4.72E+12,264,2,2,0,1,3,1,0,1898,8,14000,180
GV-N1656OC-4GD 2.0,168.28,Gigabyte,Gigabyte GeForce GTX 1650 D6 OC,4.72E+12,172,2,0,1,1,1,1,0,1635,4,12000,75
GV-N1656WF2OC-4GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1650 D6 WindForce OC,4.72E+12,191,2,0,0,1,1,0,0,1650,4,12000,75
GV-N1650GAMING OC-4GD (REV 2.0),#N/D,Gigabyte,Gigabyte GeForce GTX 1650 Gaming OC 4G (Rev. 2.0),4.72E+12,265,2,0,1,3,1,0,0,1860,4,8000,105
GV-N1650IXOC-4GD,#N/D,Gigabyte,"Gigabyte GeForce GTX 1650 Mini ITX OC 4G, 4096 MB GDDR5",4.72E+12,152,2,0,0,1,1,0,0,1680,4,8000,75
GV-N1650OC-4GD,163.20,Gigabyte,"Gigabyte GeForce GTX 1650 OC 4G, 4096 MB GDDR5",4.72E+12,191,2,0,0,1,1,0,0,1710,4,8000,75
GV-N165SOC-4GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1650 Super OC,4.72E+12,172,2,0,1,1,1,1,0,1740,4,12000,100
GV-N1650WF2OC-4GD,174.08,Gigabyte,"Gigabyte GeForce GTX 1650 WindForce OC 4G, 4096 MB GDDR5",4.72E+12,229,2,0,0,1,1,0,0,1785,4,8000,90
GV-N1660GAMING-6GD,#N/D,Gigabyte,Gigabyte GeForce GTX 1660 Gaming,4.72E+12,280,2,1,0,1,3,0,0,1785,6,8002,120
GV-N1660GAMING OC-6GD,280.89,Gigabyte,Gigabyte GeForce GTX 1660 Gaming OC,4.72E+12,280,2,1,0,1,3,0,0,1860,6,8000,120
GV-N1660OC-6GD,224.86,Gigabyte,Gigabyte GeForce GTX 1660 OC,4.72E+12,224,2,1,0,1,3,0,0,1830,6,8000,120
GV-N166SGAMING OC-6GD,271.75,Gigabyte,Gigabyte GeForce GTX 1660 Super Gaming OC,4.72E+12,280,2,1,0,1,3,0,0,1759,6,14000,125
GV-N166SOC-6GD,267.47,Gigabyte,Gigabyte GeForce GTX 1660 Super OC,4.72E+12,224,2,1,0,1,3,0,0,1759,6,14000,125
GV-N166TGAMING OC-6GD,295.86,Gigabyte,Gigabyte GeForce GTX 1660 Ti Gaming OC 6G,4.72E+12,280,2,1,0,1,1,0,0,1860,6,12000,120
GV-N166TIXOC-6GD,302.12,Gigabyte,Gigabyte GeForce GTX 1660 Ti Mini ITX OC 6G,4.72E+12,170,2,1,0,1,1,0,0,1785,6,12000,120
GV-N166TOC-6GD,288.69,Gigabyte,Gigabyte GeForce GTX 1660 Ti OC 6G,4.72E+12,225.65,2,1,0,1,1,0,0,1800,6,12000,120
GV-N166TWF2OC-6GD,298.84,Gigabyte,Gigabyte GeForce GTX 1660 Ti WindForce OC 6G,4.72E+12,264.9,2,1,0,1,1,0,0,1845,6,12000,120
GV-N690D5-4GD-B,#N/D,Gigabyte,Gigabyte GeForce GTX 690,4.72E+12,279,2,2,0,0,1,3,0,915,4,1502,300
GV-N2060D6-6GD 2.0,329.34,Gigabyte,Gigabyte GeForce RTX 2060 D6,4.72E+12,225.6,2,1,0,1,3,0,0,1680,6,14000,160
GV-N2060GAMING OC-6GD,389.72,Gigabyte,Gigabyte GeForce RTX 2060 Gaming OC 6G,4.72E+12,280,2.5,1,0,1,3,0,0,1830,6,14000,160
GV-N2060GAMINGOC PRO-6GD,389.57,Gigabyte,Gigabyte GeForce RTX 2060 Gaming OC Pro 6G,4.72E+12,280.35,2,1,0,1,3,0,0,1830,6,14000,160
GV-N2060IXOC-6GD,374.29,Gigabyte,Gigabyte GeForce RTX 2060 Mini ITX OC 6G,4.72E+12,170,2,1,0,1,3,0,0,1695,6,14000,160
GV-N2060OC-6GD,#N/D,Gigabyte,Gigabyte GeForce RTX 2060 OC 6G,4.72E+12,225.65,2,1,0,1,3,0,0,1755,6,14000,160
GV-N206SGAMING OC-8GC,419.59,Gigabyte,Gigabyte GeForce RTX 2060 Super Gaming OC,4.72E+12,280.35,2,1,1,1,1,0,0,1815,8,14000,175
GV-N206SGAMINGOC WHITE-8GD,452.22,Gigabyte,Gigabyte GeForce RTX 2060 Super Gaming OC 3X 8G White,4.72E+12,280.35,2,1,0,1,3,0,0,1815,8,14000,175
GV-N206SGAMINGOC WHITE-8GD 2.0,#N/D,Gigabyte,Gigabyte GeForce RTX 2060 Super Gaming OC 3X White 8G (Rev. 2.0),4.72E+12,280.35,2,1,0,1,3,0,0,1710,8,14000,175
GV-N206SWF2OC-8GD (Rev. 2),#N/D,Gigabyte,Gigabyte GeForce RTX 2060 Super WindForce OC,4.72E+12,265,2,1,0,1,3,0,0,1860,8,14000,175
GV-N2060WF2OC-6GD,373.19,Gigabyte,Gigabyte GeForce RTX 2060 WindForce OC 6G,4.72E+12,264.9,2,1,0,1,3,0,0,1770,6,14000,160
GV-N207SGAMING OC-8GD,589.94,Gigabyte,Gigabyte GeForce RTX 2070 Super Gaming OC 3X,4.72E+12,286.5,2.5,1,1,1,3,0,0,1815,8,14000,260
GV-N207SGAMINGOC WHITE-8GD,#N/D,Gigabyte,Gigabyte GeForce RTX 2070 Super Gaming OC 3X 8G White,4.72E+12,286.5,2.5,1,1,1,1,0,0,1815,8,14000,260
GV-N207SWF3OC-8GD,514.20,Gigabyte,Gigabyte GeForce RTX 2070 Super Windforce OC 3X,4.72E+12,286,2.5,1,1,1,3,0,0,1785,8,14000,260
GV-N2070WF2-8GD 3.0,#N/D,Gigabyte,Gigabyte GeForce RTX 2070 Windforce 2X 8G 3.,4.72E+12,266.7,2,1,0,1,3,0,0,1620,8,14000,175
GV-N2080GAMING OC-8GC,808.39,Gigabyte,Gigabyte GeForce RTX 2080 Gaming OC,4.72E+12,286.5,5,1,1,1,3,0,0,1759,8,14000,225
GV-N208SGAMING OC-8GC (Rev. 2),#N/D,Gigabyte,Gigabyte GeForce RTX 2080 Super Gaming OC,4.72E+12,286.5,2.5,1,1,1,3,0,0,1845,8,15500,250
GV-N208SGAMINGOC WB-8GD,#N/D,Gigabyte,Gigabyte GeForce RTX 2080 Super Gaming OC Waterforce WB,4.72E+12,267,2,1,1,1,3,0,0,1845,8,15500,250
GV-N208SGAMINGOC WHITE-8GD,736.65,Gigabyte,Gigabyte GeForce RTX 2080 Super Gaming OC White,4.72E+12,286.5,2.5,1,1,1,3,0,0,1845,8,15500,250
GV-N208STURBO-8GC,752.93,Gigabyte,Gigabyte GeForce RTX 2080 Super Turbo,4.72E+12,272,2,1,1,1,3,0,0,1815,8,15500,250
GV-N208TGAMING OC-11GC,1239.57,Gigabyte,Gigabyte GeForce RTX 2080 Ti Gaming OC,4.72E+12,286.5,2.5,2,0,1,3,0,0,1650,11,14000,250
GV-N208TTURBO-11GC REV2.0,#N/D,Gigabyte,Gigabyte GeForce RTX 2080 Ti Turbo 11G (rev. 2.0),4.72E+12,267.2,2,2,0,1,0,0,0,1545,11,14000,250
GV-N208TTURBO OC-11GC,#N/D,Gigabyte,Gigabyte GeForce RTX 2080 Ti Turbo OC 1,4.72E+12,272,2,2,0,1,3,0,0,1620,11,14000,285
GV-N208TTURBO OC-11GC (Rev. 2.0),#N/D,Gigabyte,Gigabyte GeForce RTX 2080 Ti Turbo OC 11G (Rev. 2.0),4.72E+12,272,2,2,0,1,3,0,0,1545,11,14000,250
GV-N208TWF3-11GC,#N/D,Gigabyte,Gigabyte GeForce RTX 2080 Ti WindForce 1,4.72E+12,280.35,2,2,0,1,3,0,0,1545,11,14000,250
GV-N208TWF3OC-11GC,#N/D,Gigabyte,Gigabyte GeForce RTX 2080 Ti WindForce OC 11G,4.72E+12,280.35,2,2,0,1,3,0,0,1759,11,14000,260
GV-N2080WF3OC-8GC,788.80,Gigabyte,Gigabyte GeForce RTX 2080 WindForce OC 8G,4.72E+12,280.35,2,1,1,1,3,0,0,1759,8,14000,225
GV-N3060WF2OC-12GD,#N/D,Gigabyte,GIGABYTE GeForce RTX 3060 Windforce OC,4.72E+12,198,2,1,0,2,2,0,0,1792,12,15000,170
GV-N3080EAGLE-12GD,#N/D,Gigabyte,Gigabyte GeForce RTX 3080 Eagle,4.72E+12,320,3,2,0,2,3,0,0,1759,12,19000,350
GV-N3080GAMING OC-12GD,#N/D,Gigabyte,Gigabyte GeForce RTX 3080 Gaming OC,4.72E+12,320,3,2,0,2,3,0,0,1759,12,19000,350
GV-N406TAERO OC-16GD,#N/D,Gigabyte,GIGABYTE GeForce RTX 4060 Ti Aero OC,4.72E+12,281,2.5,1,0,2,2,0,0,2580,16,18000,160
GV-N406TGAMING OC-16GD,#N/D,Gigabyte,GIGABYTE GeForce RTX 4060 Ti Gaming OC,4.72E+12,281,2.5,1,0,2,2,0,0,2595,16,18000,160
GV-N730D5-2GL,77.97,Gigabyte,Gigabyte GT 730,8.90E+11,150,1,0,0,1,0,1,0,902,2,5000,38
GV-N770OC-4GD,#N/D,Gigabyte,GIGABYTE GTX 770 WindForce 3X OC,7.89E+12,292,2,2,0,1,1,1,1,1189,4,7012,230
GV-N98TG1 GAMING-6GD,#N/D,Gigabyte,Gigabyte GTX 980 Ti Gaming G1,7.29E+12,296,2,2,0,1,3,1,1,1279,6,7010,250
GV-R795WF3-3GD,#N/D,Gigabyte,Gigabyte HD 7950 Windforce,4.72E+12,285,2,0,2,1,2,1,0,900,3,5000,200
GV-R797OC-3GD,#N/D,Gigabyte,Gigabyte HD 7970 Windforce 3X OC,1.63E+11,285,2,1,1,1,2,1,0,1000,3,5500,250
GV-R799D5-6GD-B,#N/D,Gigabyte,Gigabyte Radeon HD 7990,4.72E+12,320,2,2,0,0,4,1,0,950,3,1500,375
GV-RX460WF2OC-2GD,#N/D,Gigabyte,Gigabyte Radeon RX 460 WindForce OC 2G,4.72E+12,216,2,0,0,1,1,1,0,1210,2,3500,75
GV-RX460WF2OC-4GD,#N/D,Gigabyte,Gigabyte Radeon RX 460 WindForce OC 4G,4.72E+12,191,2,0,0,1,1,1,0,1212,4,3500,75
GV-RX550D5-2GD,99.99,Gigabyte,Gigabyte Radeon RX 550 2G,4.72E+12,170,2,0,0,0,0,0,0,1759,2,14000,50
GV-RX550GAMING OC-2GD,#N/D,Gigabyte,Gigabyte Radeon RX 550 Gaming OC 2G,4.72E+12,191,2,0,0,1,1,1,0,1759,2,3500,65
GV-R55XTGAMING OC-8GD,#N/D,Gigabyte,Gigabyte Radeon RX 5500 XT Gaming OC,4.72E+12,281,2,1,0,1,3,0,0,1845,8,14000,130
GV-R55XTGAMING OC-4GD,#N/D,Gigabyte,Gigabyte Radeon RX 5500 XT Gaming OC,4.72E+12,281,2,1,0,1,3,0,0,1845,4,14000,130
GV-R55XTOC-8GD,#N/D,Gigabyte,Gigabyte Radeon RX 5500 XT OC,4.72E+12,225,2,1,0,1,3,0,0,1845,8,14000,110
